prompt_id,layer,ctx,kv_head,k_kind,rel,bit_class,abs_delta_k,ek_bin,n_queries,max_es_u0,max_es_future,max_es_lifetime,future_amplified,gain_u0,gain_p50,n_es_nonfinite,fail_s_L1,fail_s_L2,fail_s_L16,fail_s_Lfull
seq_0007,18,64,7,bitflip,,sign,9.9375,"[1,10)",16,2.2782442569732666,2.635077953338623,2.635077953338623,True,0.2292572837205572,0.21268443941318124,0,True,True,True,True
seq_0007,18,64,7,bitflip,,exponent,4.96875,"[1,10)",16,1.1391220092773438,1.3175389766693115,1.3175389766693115,True,0.22925725972872743,0.21268446340496652,0,True,True,True,True
seq_0007,18,64,7,bitflip,,mantissa,0.03125,"[0.01,0.1)",16,0.007164359092712402,0.008286476135253906,0.008286476135253906,True,0.22925949095946058,0.21268081664358485,0,True,True,True,True
seq_0007,18,256,7,numeric,1e-06,,1.26953135e-07,"[1e-07,1e-06)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0007,18,256,7,numeric,1e-05,,1.26953135e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0007,18,256,7,numeric,0.0001,,1.26953135e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0007,18,256,7,numeric,0.001,,0.000126953135,"[0.0001,0.001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0007,18,256,7,numeric,0.01,,0.00126953135,"[0.001,0.01)",16,0.0001659393310546875,0.00029659271240234375,0.00029659271240234375,True,0.13070912421656886,0.08751501707603605,0,True,True,True,True
seq_0007,18,256,7,numeric,0.1,,0.0126953135,"[0.01,0.1)",16,0.002156496047973633,0.003857135772705078,0.003857135772705078,True,0.1698655214622126,0.1139385426988661,0,True,True,True,True
seq_0007,18,256,7,bitflip,,sign,0.25390625,"[0.1,1)",16,0.043131351470947266,0.07714557647705078,0.07714557647705078,True,0.1698711688695233,0.11393761267983973,0,True,True,True,True
seq_0007,18,256,7,bitflip,,exponent,4.319990986300977e+37,"[10,inf)",16,7.33842742324532e+36,1.3125642215846757e+37,1.3125642215846757e+37,True,0.1698713596050556,0.11393810418935922,0,True,True,True,True
seq_0007,18,256,7,bitflip,,mantissa,0.0009765625,"[0.0001,0.001)",16,0.0001659393310546875,0.0002968311309814453,0.0002968311309814453,True,0.169921874826,0.11401367175825,0,True,True,True,True
seq_0008,31,64,0,numeric,1e-06,,8.3984376e-07,"[1e-07,1e-06)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0008,31,64,0,numeric,1e-05,,8.398437600000002e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0008,31,64,0,numeric,0.0001,,8.3984376e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
